loc_rowid,sy_snum,sy_pnum,sy_mnum,cb_flag,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_metratio,st_lum,st_logg,st_age,st_rotp,glat,glon,sy_pmdec,sy_dist,sy_plx
3452,1,3,0,0,7.13340000,0.071900,1.710,4.19000,4.620000,0.000000,318.00,1102,1,,5905.00,1.26,1.04,[Fe/H],0.369,4.26,5.000,,13.68998,73.69945,7.7064800,1025.1000000,0.9468210
3453,1,3,0,0,8.91870000,0.083500,1.900,3.85000,3.060000,0.000000,236.00,1023,1,,5905.00,1.26,1.04,[Fe/H],0.369,4.26,5.000,,13.68998,73.69945,7.7064800,1025.1000000,0.9468210
3454,1,3,0,0,11.89810000,0.101200,1.990,4.16000,2.910000,0.000000,161.00,929,1,,5905.00,1.26,1.04,[Fe/H],0.369,4.26,5.000,,13.68998,73.69945,7.7064800,1025.1000000,0.9468210
3455,1,1,0,0,23.67517607,0.153600,2.900,8.75000,1.970000,0.000000,20.18,528,0,,5279.00,0.81,0.84,[Fe/H],-0.339,4.56,4.570,,17.08228,71.89137,-0.2194860,619.7230000,1.5849300
3456,1,1,0,0,5.37886844,0.056000,1.900,4.27000,3.420000,0.000000,110.62,833,0,,5160.00,0.79,0.85,[Fe/H],-0.428,4.57,4.070,,18.42086,71.57819,-9.5599400,414.8250000,2.3817800
3457,1,1,0,0,15.28469497,0.122400,2.090,5.02000,3.020000,0.000000,128.78,852,0,,6062.00,1.13,1.08,[Fe/H],0.326,4.37,3.160,,8.94975,75.97216,-19.3395000,1159.3100000,0.8342100
3458,1,3,0,0,21.05358596,0.150200,2.650,7.51000,2.220000,0.000000,119.99,731,0,,5808.00,1.01,1.01,[Fe/H],0.392,4.43,4.370,,10.16352,75.48527,-2.9885700,1539.6300000,0.6228910
3459,1,3,0,0,127.90757740,0.500100,6.500,34.50000,0.690000,0.000000,10.82,401,0,,5808.00,1.01,1.01,[Fe/H],0.392,4.43,4.370,,10.16352,75.48527,-2.9885700,1539.6300000,0.6228910
3460,1,3,0,0,6.21712920,0.066600,1.320,2.30000,5.500000,0.000000,610.28,1098,0,,5808.00,1.01,1.01,[Fe/H],0.392,4.43,4.370,,10.16352,75.48527,-2.9885700,1539.6300000,0.6228910
3461,1,1,0,0,25.85501786,0.173500,2.590,7.22000,2.280000,0.000000,46.98,637,0,,5890.00,1.03,1.02,[Fe/H],0.092,4.42,3.720,,11.60764,75.12025,-6.2509700,1026.4900000,0.9456460
3462,1,2,0,0,3.38353807,0.042000,1.440,2.67000,4.910000,0.000000,316.72,1133,0,,5462.00,0.88,0.91,[Fe/H],-0.248,4.52,4.470,,15.21800,74.14976,-1.1371500,556.5800000,1.7679000
3463,1,2,0,0,2.35895152,0.033000,0.860,0.56600,4.890000,0.000000,513.03,1278,0,,5462.00,0.88,0.91,[Fe/H],-0.248,4.52,4.470,,15.21800,74.14976,-1.1371500,556.5800000,1.7679000
3464,1,1,0,0,24.31575992,0.170000,3.310,11.00000,1.670000,0.000000,71.84,683,0,,6161.00,1.22,1.13,[Fe/H],0.254,4.32,2.880,,12.31008,76.76630,-10.3407000,1215.1100000,0.7946960
3465,1,1,0,0,0.63816320,0.013500,0.870,0.59000,4.920000,0.000000,2302.61,1874,0,,5196.00,0.80,0.84,[Fe/H],-0.382,4.56,4.900,,13.29978,76.56528,-17.4126000,519.1220000,1.8976300
3466,1,1,0,0,6.41251504,0.068500,3.640,12.90000,1.470000,0.000000,270.16,1069,0,,5820.00,1.01,1.00,[Fe/H],0.041,4.43,3.800,,11.49583,77.47459,-4.6462500,946.6830000,1.0277500
3467,1,1,0,0,6.52121067,0.068200,3.350,11.20000,1.640000,0.000000,258.06,932,0,,5971.00,1.14,1.09,[Fe/H],0.065,4.36,3.720,,12.58236,76.99356,-6.5568200,1065.8200000,0.9098460
3468,1,1,0,0,59.87756000,0.248610,2.150,5.27000,2.910000,0.250000,1.69,273,0,K7 V,4017.00,0.62,0.64,[Fe/H],-0.971,4.67,1.000,,9.58157,76.00967,10.4817000,335.0790000,2.9565100
3469,1,2,0,0,6.99692655,0.071900,4.190,16.30000,1.220000,0.000000,139.07,888,0,,5943.00,1.13,1.10,[Fe/H],-0.110,4.37,3.550,,12.13853,77.63349,-3.8951100,845.8240000,1.1538300
3470,1,2,0,0,151.86392000,0.559400,3.300,10.90000,1.670000,0.000000,2.30,318,0,,5943.00,1.13,1.10,[Fe/H],-0.110,4.37,3.550,,12.13853,77.63349,-3.8951100,845.8240000,1.1538300
3471,1,1,0,0,2.43703330,0.035100,1.650,3.36000,4.110000,0.000000,1825.30,1513,0,,5761.00,1.01,1.01,[Fe/H],0.383,4.43,4.470,,16.91068,75.89955,-20.1014000,1395.5600000,0.6877360
3472,1,1,0,0,3.72215641,0.045200,2.840,8.45000,2.030000,0.000000,997.09,1046,0,,5693.00,0.96,0.98,[Fe/H],0.305,4.46,4.470,,13.58368,77.69523,-11.2255000,1445.5300000,0.6631780
3473,1,1,0,0,15.77979614,0.123200,2.290,5.86000,2.680000,0.000000,66.27,713,0,,5723.00,0.96,0.98,[Fe/H],-0.057,4.47,4.270,,19.27721,75.82258,6.0016500,861.4940000,1.1320400
3474,1,1,0,0,14.03491514,0.102700,2.390,6.30000,2.540000,0.000000,37.20,641,0,,5268.00,0.81,0.85,[Fe/H],-0.418,4.55,4.790,,9.49001,80.46178,-8.8593600,527.9950000,1.8653400
3475,1,1,0,0,10.35584657,0.085000,1.740,3.68000,3.840000,0.000000,19.18,620,0,,4655.00,0.69,0.73,[Fe/H],-0.695,4.62,3.720,,19.52171,75.81741,-5.4509800,330.0000000,0.6078561
3476,1,2,0,0,9.99761851,0.092700,2.430,6.48000,2.480000,0.000000,129.18,860,0,,5753.00,0.97,0.98,[Fe/H],-0.111,4.46,3.890,,11.81086,79.83355,-9.3237400,945.7750000,1.0291400
3477,1,2,0,0,90.41135560,0.402400,3.410,11.50000,1.590000,0.000000,6.86,413,0,,5753.00,0.97,0.98,[Fe/H],-0.111,4.46,3.890,,11.81086,79.83355,-9.3237400,945.7750000,1.0291400
3478,1,1,0,0,1.68269615,0.021900,1.320,2.30000,5.500000,0.000000,100.30,750,0,M1 V,3712.00,0.48,0.51,[Fe/H],-1.305,4.77,3.980,,19.08852,77.32189,-37.6593000,173.3540000,5.7398500
3479,1,1,0,0,3.59576964,0.046000,2.600,7.27000,2.270000,0.000000,677.57,1296,0,,5860.00,1.08,1.05,[Fe/H],0.173,4.39,4.270,,17.69860,78.47948,-2.0726600,1221.9600000,0.7896440
3480,1,2,0,0,5.40427220,0.061100,3.160,10.10000,1.760000,0.000000,224.15,1073,0,,5980.00,1.11,1.09,[Fe/H],-0.040,4.38,3.470,,15.00864,80.05008,-8.1122200,900.6780000,1.0816200
3481,1,2,0,0,1.20846503,0.022500,1.690,3.50000,3.980000,0.000000,1652.91,1767,0,,5980.00,1.11,1.09,[Fe/H],-0.040,4.38,3.470,,15.00864,80.05008,-8.1122200,900.6780000,1.0816200
3482,1,5,0,0,5.71493200,0.055300,1.310,9.00000,,0.000000,80.33,750,0,K2 V,4925.00,0.64,0.69,[Fe/H],-0.678,4.68,7.000,,18.69539,75.03750,-31.1696000,300.8740000,3.2947400
3483,1,5,0,0,12.44170000,0.092900,0.540,4.00000,,0.000000,28.49,578,0,K2 V,4925.00,0.64,0.69,[Fe/H],-0.678,4.68,7.000,,18.69539,75.03750,-31.1696000,300.8740000,3.2947400
3484,1,5,0,0,18.16406000,0.120000,1.950,14.00000,,0.000000,17.21,510,0,K2 V,4925.00,0.64,0.69,[Fe/H],-0.678,4.68,7.000,,18.69539,75.03750,-31.1696000,300.8740000,3.2947400
3485,1,5,0,0,122.38740000,0.427000,1.610,36.00000,,0.000000,1.35,270,0,K2 V,4925.00,0.64,0.69,[Fe/H],-0.678,4.68,7.000,,18.69539,75.03750,-31.1696000,300.8740000,3.2947400
3486,1,5,0,0,267.29100000,0.718000,1.410,35.00000,,0.000000,0.48,208,0,K2 V,4925.00,0.64,0.69,[Fe/H],-0.678,4.68,7.000,,18.69539,75.03750,-31.1696000,300.8740000,3.2947400
3487,1,1,0,0,12.91375431,0.105300,3.320,11.00000,1.650000,0.000000,219.05,849,0,,6155.00,1.22,1.15,[Fe/H],0.341,4.33,3.020,,16.00793,82.90377,-12.1837000,1355.2800000,0.7091440
3488,1,1,0,0,2.62811375,0.031000,2.300,5.90000,2.660000,0.000000,69.56,737,0,,4521.00,0.68,0.72,[Fe/H],-0.759,4.63,3.630,,11.34838,72.16683,-5.3731800,389.0000000,0.9899438
3489,1,1,0,0,14.28226676,0.097800,2.130,5.18000,2.950000,0.000000,12.49,446,0,,4201.00,0.61,0.64,[Fe/H],-0.862,4.67,3.470,,16.24557,71.06491,15.0700000,284.7610000,3.4829100
3490,1,1,0,0,9.07097734,0.085400,3.010,9.32000,1.880000,0.000000,77.10,825,0,,5443.00,0.86,0.90,[Fe/H],-0.318,4.53,4.470,,10.90881,81.05735,-8.2718200,737.7020000,1.3273400
3491,1,1,0,0,14.58649607,0.117200,2.310,5.95000,2.650000,0.000000,130.76,852,0,,6117.00,1.18,1.10,[Fe/H],0.291,4.33,3.720,,8.26063,73.35450,6.3666000,748.1880000,1.3081000
3492,1,2,0,0,7.75192492,0.076800,1.990,4.62000,3.220000,0.000000,407.83,852,0,,5789.00,0.96,1.04,[Fe/H],0.406,4.49,1.510,,10.38327,72.33987,-8.4995800,760.7080000,1.2858700
3493,1,2,0,0,4.16536510,0.050800,1.050,1.16000,5.510000,0.000000,932.13,1048,0,,5789.00,0.96,1.04,[Fe/H],0.406,4.49,1.510,,10.38327,72.33987,-8.4995800,760.7080000,1.2858700
3494,1,1,0,0,14.48585199,0.115000,2.290,5.86000,2.680000,0.000000,69.80,784,0,,5813.00,1.05,1.01,[Fe/H],-0.042,4.40,5.370,,12.80662,71.22602,-14.8758000,635.6430000,1.5444300
3495,1,1,0,0,40.69944430,0.232700,3.730,13.40000,1.420000,0.000000,39.30,685,0,,6424.00,1.49,1.30,[Fe/H],0.385,4.21,2.240,,10.47368,72.44195,-7.6806500,984.3070000,0.9872980
3496,1,1,0,0,15.45805670,0.124100,8.400,53.20000,0.493000,0.000000,262.60,871,0,,5721.00,1.28,1.00,[Fe/H],0.604,4.22,8.710,,11.65248,71.94904,1.3083300,897.9010000,1.0850100
3497,1,1,0,0,7.23858540,0.071200,1.380,2.48000,5.190000,0.000000,103.15,816,0,,5444.00,0.84,0.93,[Fe/H],-0.283,4.55,1.910,,12.40577,71.68488,10.5215000,372.0500000,2.6589300
3498,1,1,0,0,9.43415050,0.080000,6.110,120.00000,3.000000,0.450000,100.37,791,0,,5576.00,0.90,0.98,[Fe/H],-0.157,4.52,0.210,,16.43629,80.68879,23.3638000,194.0330000,5.1249700
3499,1,1,0,0,161.47439370,0.572900,3.180,10.20000,1.740000,0.000000,5.57,343,0,,5829.00,1.04,1.02,[Fe/H],0.302,4.42,4.470,,9.64892,73.06923,-5.5640800,839.7840000,1.1621400
3500,1,1,0,0,17.97979059,0.144700,2.900,8.75000,1.970000,0.000000,94.14,828,0,,6185.00,1.33,1.24,[Fe/H],0.389,4.28,2.510,,7.45831,74.59769,-11.1053000,761.9660000,1.2838200
3501,1,1,0,0,30.99660733,0.188500,2.210,5.52000,2.810000,0.000000,14.72,500,0,,5322.00,0.84,0.91,[Fe/H],-0.292,4.55,3.020,,7.24455,74.78993,,349.0000000,
3502,1,1,0,0,8.50340718,0.081500,1.630,3.29000,4.170000,0.000000,257.22,1021,0,,5899.00,1.15,1.02,[Fe/H],0.160,4.32,6.030,,8.74621,74.29882,-10.5040000,680.5400000,
3503,1,1,0,0,5.16950177,0.057800,1.890,4.23000,3.440000,0.000000,808.84,1309,0,,6075.00,1.24,1.03,[Fe/H],0.421,4.26,5.370,,11.51067,72.98129,7.9690200,888.0270000,1.0973400
3504,1,1,0,0,23.44971004,0.176400,2.640,7.46000,2.230000,0.000000,193.93,802,0,,6174.00,1.51,1.33,[Fe/H],0.735,4.20,2.340,,12.52439,72.59591,-3.2356100,1141.0800000,0.8476780
3505,2,1,0,0,16.08066115,0.118500,4.450,18.10000,1.130000,0.000000,67.51,614,0,,5203.00,0.80,0.85,[Fe/H],-0.374,4.56,5.010,,10.06814,74.16649,-25.3642000,310.3010000,
3506,1,1,0,0,23.20584623,0.186700,4.750,20.20000,1.040000,0.000000,63.80,1002,0,,6096.00,2.56,1.64,[Fe/H],0.382,3.84,2.190,,11.00115,74.05044,-4.7597500,786.0910000,1.2433700
3507,1,1,0,0,6.07972888,0.063200,1.830,4.01000,3.600000,0.000000,872.57,1111,0,,5382.00,0.93,0.88,[Fe/H],0.532,4.43,11.750,,16.19611,71.85484,1.4181000,991.2140000,0.9800730
3508,1,1,0,0,10.21420496,0.096600,2.380,6.26000,2.550000,0.000000,295.83,957,0,,5896.00,1.29,1.14,[Fe/H],0.483,4.27,4.370,,11.29385,74.25482,-22.8140000,850.2420000,1.1474000
3509,1,1,0,0,22.24813967,0.156600,2.560,7.08000,2.320000,0.000000,35.06,609,0,,5653.00,0.94,1.01,[Fe/H],-0.024,4.50,2.090,,8.94470,75.96328,14.9680000,557.7870000,1.7640200
3510,1,1,0,0,9.48961571,0.087900,1.850,4.08000,3.540000,0.000000,311.79,926,0,,5713.00,1.13,1.02,[Fe/H],0.390,4.33,7.080,,11.88448,74.85588,-6.1321900,969.9180000,1.0023200
3511,1,1,0,0,4.41745855,0.058900,2.900,8.75000,1.970000,0.000000,719.37,1810,0,,6570.00,1.66,1.40,[Fe/H],0.398,4.14,1.950,,10.60971,75.63245,-1.6148500,781.5820000,1.2506700
3512,1,1,0,0,16.33889626,0.126000,10.160,321.00830,1.680000,0.370000,211.71,963,0,,4908.00,2.52,1.00,[Fe/H],0.478,3.64,12.020,,13.04119,74.72295,-8.8195000,1063.5800000,0.9114500
3513,1,1,0,0,3.17391710,0.046600,3.150,10.10000,1.780000,0.000000,2381.77,1655,0,,6747.00,1.81,1.49,[Fe/H],0.710,4.09,1.620,,9.95162,76.98011,-4.6424000,1318.0500000,0.7303680
3514,1,1,0,0,3.27582262,0.049000,2.100,5.06000,3.000000,0.000000,1364.76,1730,0,,6170.00,1.21,1.13,[Fe/H],0.451,4.33,2.950,,13.52399,75.78138,-1.4946600,1173.5700000,0.8233110
3515,1,1,0,0,15.87364565,0.114900,1.990,4.62000,3.220000,0.000000,38.23,632,0,,5634.00,0.91,0.93,[Fe/H],-0.259,4.49,4.570,,13.57470,76.15527,-4.1014000,451.7940000,2.1845600
3516,1,2,0,0,16.22546490,0.122200,1.170,1.71000,5.870000,0.000000,162.79,788,0,,6020.00,1.07,1.03,[Fe/H],0.418,4.39,4.270,,17.38500,74.70457,-11.9287000,1087.8700000,0.8904390
3517,1,2,0,0,29.66630000,0.182700,4.001,15.10000,1.300000,0.000000,37.22,644,0,,5906.74,1.55,1.07,[M/H],0.418,4.09,2.750,,17.38500,74.70457,-11.9287000,1087.8700000,0.8904390
3518,1,1,0,0,17.42117490,0.134100,3.220,10.50000,1.730000,0.000000,47.34,674,0,,5741.00,0.98,1.05,[Fe/H],-0.053,4.48,1.820,,18.12577,74.88554,3.1905400,636.0300000,1.5435500
3519,1,1,0,0,29.90722674,0.180500,2.260,5.73000,2.730000,0.000000,25.15,564,0,,5871.00,0.94,0.97,[Fe/H],-0.044,4.48,2.950,,16.99071,75.41525,-22.1370000,513.7480000,1.9176800
3520,1,4,0,0,2.15491000,0.035000,1.420,2.40000,4.400000,0.028000,2316.09,1740,0,,6211.00,1.41,1.25,[Fe/H],0.467,4.23,2.900,,13.41465,72.56961,-14.1892000,303.7280000,3.2638400
3521,1,4,0,0,5.85994400,0.068000,2.580,5.40000,1.640000,0.020000,609.99,1246,1,,6211.00,1.41,1.25,[Fe/H],0.467,4.23,2.900,,13.41465,72.56961,-14.1892000,303.7280000,3.2638400
3522,1,4,0,0,8.13123000,0.084000,1.520,4.14000,5.700000,0.014000,394.55,1117,1,,6211.00,1.41,1.25,[Fe/H],0.467,4.23,2.900,,13.41465,72.56961,-14.1892000,303.7280000,3.2638400
3523,1,4,0,0,258.80000000,,13.900,260.00000,0.532000,0.283000,,,0,,6220.00,1.44,1.25,[Fe/H],0.451,4.23,3.310,,13.41465,72.56961,-14.1892000,303.7280000,3.2638400
3524,1,1,0,0,3.03214559,0.042100,2.960,9.06000,1.920000,0.000000,1218.88,1507,0,,5849.00,1.35,1.08,[Fe/H],0.284,4.21,6.460,,14.84182,76.43372,8.5060800,884.3780000,0.4514727
3525,1,1,0,0,21.38521506,0.140900,2.370,6.21000,2.560000,0.000000,27.22,574,0,,5522.00,0.87,0.92,[Fe/H],-0.253,4.53,3.550,,16.32520,76.96162,-19.7701000,509.4080000,1.9341900
3526,1,1,0,0,4.18200253,0.050300,2.490,6.76000,2.410000,0.000000,211.88,974,0,,5490.00,0.88,0.97,[Fe/H],-0.270,4.54,1.480,,15.99842,77.40775,19.1656000,394.5500000,2.5056400
3527,1,2,0,0,14.70748976,0.119700,1.950,4.46000,3.310000,0.000000,90.38,819,0,,5665.00,1.19,1.02,[Fe/H],0.119,4.29,7.760,,19.80583,76.15849,-7.3762700,595.6340000,1.6500000
3528,1,2,0,0,0.90037648,0.018600,0.780,0.39900,4.620000,0.000000,3743.28,2078,0,,5665.00,1.19,1.02,[Fe/H],0.119,4.29,7.760,,19.80583,76.15849,-7.3762700,595.6340000,1.6500000
3529,1,1,0,0,13.72465129,0.111600,2.070,4.94000,3.060000,0.000000,229.31,831,0,,5865.00,1.11,1.04,[Fe/H],0.462,4.36,5.370,,10.55253,80.50950,-12.3263000,974.1240000,0.9978990
3530,1,1,0,0,46.40633580,0.255900,2.710,7.80000,2.150000,0.000000,28.77,588,0,,6170.00,1.24,1.15,[Fe/H],0.324,4.31,3.390,,10.44242,80.58117,-9.2108800,752.5620000,1.3000700
3531,1,1,0,0,1.26025909,0.023200,3.120,9.91000,1.790000,0.000000,924.37,1569,0,,5281.00,0.82,0.86,[Fe/H],-0.299,4.56,4.370,,16.14809,78.36700,-4.0799400,890.3520000,1.0947200
3532,1,1,0,0,24.54350418,0.165400,3.520,12.20000,1.540000,0.000000,34.07,616,0,,5808.00,1.01,1.01,[Fe/H],0.279,4.44,4.170,,14.33807,79.10657,-5.6250200,1691.8800000,0.5621870
3533,1,1,0,0,1.28707676,0.018800,1.630,3.29000,4.170000,0.000000,223.75,871,0,,4103.00,0.60,0.63,[Fe/H],-0.899,4.68,3.090,,19.59120,77.20416,-45.4667000,388.3840000,2.5464200
3534,1,1,0,0,17.67179600,0.120400,2.500,6.80000,2.390000,0.000000,21.31,513,0,,4870.00,0.74,0.79,[Fe/H],-0.526,4.60,3.240,,16.64683,78.29647,-1.4678100,722.6400000,1.3554600
3535,1,1,0,0,17.81581500,0.135200,2.800,8.25000,2.070000,0.000000,62.84,699,0,G0 V,5962.00,0.97,1.04,[M/H],0.051,4.48,1.000,,12.35796,79.37647,-8.7839900,1202.9600000,0.8029880
3536,1,1,0,0,9.27358194,0.075900,2.570,7.13000,2.310000,0.000000,44.09,649,0,,4779.00,0.71,0.75,[Fe/H],-0.626,4.61,4.570,,16.39814,78.64558,20.7188000,568.4310000,1.7307900
3537,1,1,0,0,6.02930132,0.058500,3.070,9.64000,1.830000,0.000000,45.53,678,0,,4483.00,0.67,0.70,[Fe/H],-0.814,4.64,4.270,,19.22395,77.66083,-20.6578000,534.7880000,1.8417500
3538,1,1,0,0,21.67697486,0.140800,2.180,5.39000,2.860000,0.000000,23.82,530,0,,4897.00,0.74,0.79,[Fe/H],-0.356,4.60,3.630,,15.04380,79.48167,-13.1495000,815.6370000,1.1979300
3539,1,1,0,0,4.99678284,0.055900,2.600,7.27000,2.270000,0.000000,167.98,917,0,,5264.00,0.82,0.86,[Fe/H],-0.313,4.55,4.570,,10.64959,81.74667,-5.1862100,1063.0900000,0.9128300
3540,1,1,0,0,2.52559332,0.037400,2.660,7.56000,2.210000,0.000000,652.43,1406,0,,5754.00,1.02,1.01,[Fe/H],-0.111,4.43,4.680,,16.21038,79.29355,3.0791300,1210.1200000,0.7978820
3541,1,1,0,0,16.01310205,0.114800,2.600,7.27000,2.270000,0.000000,20.72,593,0,,4913.00,0.74,0.79,[Fe/H],-0.595,4.60,4.680,,11.36229,81.96749,-4.3122100,612.8380000,1.6036600
3542,1,1,0,0,4.49876092,0.054200,2.400,6.35000,2.520000,0.000000,575.64,1133,0,,5887.00,1.05,1.03,[Fe/H],0.182,4.41,3.800,,10.68424,82.71120,4.4474500,1508.7100000,0.6346620
3543,1,1,0,0,41.43962808,0.228800,4.730,20.10000,1.040000,0.000000,71.82,516,0,,5327.00,0.87,0.91,[Fe/H],0.557,4.53,4.680,,12.47127,81.99268,-7.4102700,2302.4500000,0.4051120
3544,1,1,0,0,8.35390639,0.076800,2.700,7.75000,2.160000,0.000000,77.62,790,0,,5352.00,0.82,0.87,[Fe/H],-0.396,4.55,3.890,,18.59261,79.49209,-13.0890000,784.6180000,1.2460900
3545,1,1,0,0,4.12554687,0.052900,4.830,20.80000,1.010000,0.000000,826.76,1243,0,,6038.00,1.20,1.15,[Fe/H],0.358,4.34,3.160,,14.70350,81.14548,-8.6338100,2063.4100000,0.4548760
3546,1,1,0,0,15.72590000,0.117100,2.940,8.96000,1.940000,0.000000,34.20,602,0,G9 V,5331.00,0.78,0.86,[M/H],-0.376,4.59,1.000,,12.01771,78.95460,-8.6786400,1131.1900000,0.8579680
3547,1,1,0,0,2.81650485,0.038300,13.180,,,0.000000,528.22,1219,0,,5709.00,0.99,0.99,[Fe/H],-0.100,4.44,4.790,,11.72179,82.63553,-3.8250300,939.7440000,1.0355800
3548,1,1,0,0,4.28095859,0.050300,2.690,7.70000,2.170000,0.000000,331.44,1012,0,,5624.00,0.95,0.97,[Fe/H],-0.081,4.47,4.470,,13.35762,81.87528,-7.3451500,1168.2600000,0.8278590
3549,1,1,0,0,38.37746230,0.216300,2.500,6.80000,2.390000,0.000000,16.36,529,1,,5627.00,0.92,0.95,[Fe/H],-0.112,4.50,4.070,,14.92472,81.29888,-0.1092310,1033.9300000,0.9385190
3550,1,1,0,0,3.72873109,0.045500,6.540,34.80000,0.684000,0.000000,253.46,1023,0,,5355.00,0.84,0.88,[Fe/H],-0.344,4.54,4.470,,15.71073,81.58550,-9.3586700,918.2100000,1.0606100
3551,1,1,0,0,2.24338185,0.028000,1.690,3.50000,3.980000,0.000000,146.51,822,0,,4192.00,0.57,0.60,[Fe/H],-0.907,4.69,3.310,,19.08773,80.28251,-23.0990000,342.2540000,2.8932200
3552,1,1,0,0,2.33743801,0.032500,2.440,6.53000,2.470000,0.000000,308.55,1070,0,,4945.00,0.75,0.79,[Fe/H],-0.507,4.60,4.680,,14.01054,82.59658,5.1310500,665.6800000,1.4740100
3553,1,1,0,0,11.59822172,0.079800,3.040,9.48000,1.850000,0.000000,8.24,396,0,,3701.00,0.49,0.51,[Fe/H],-1.295,4.77,4.270,,12.67076,83.35181,32.2834000,295.1960000,3.3591000
3554,1,1,0,0,6.57531678,0.067000,5.380,25.00000,0.882000,0.000000,683.27,1015,0,,5723.00,0.99,1.00,[Fe/H],0.390,4.45,4.570,,16.22110,81.65877,-9.5702000,1954.0800000,0.4822100
3555,1,1,0,0,7.27503724,0.073200,5.140,23.10000,0.935000,0.000000,113.64,833,0,,5520.00,0.91,0.94,[Fe/H],0.449,4.50,4.470,,13.20027,83.31207,-8.8542000,1826.1500000,0.5187840
3556,1,1,0,0,12.39358604,0.098300,3.010,9.32000,1.880000,0.000000,56.00,677,0,,5403.00,0.84,0.87,[Fe/H],-0.348,4.54,4.470,,12.91313,83.54705,5.3563100,922.2440000,1.0561600
3557,2,3,0,0,5.39880000,0.061700,2.354,7.65000,2.600000,0.000000,439.92,1280,0,,5875.23,1.26,1.06,[M/H],0.231,4.26,6.310,,15.15359,80.69124,-10.4299000,144.1660000,6.9075800
3558,2,3,0,0,9.60510000,0.090590,0.920,2.04000,28.000000,0.000000,204.48,941,0,,5875.23,1.26,1.06,[M/H],0.231,4.26,6.310,,15.15359,80.69124,-10.4299000,144.1660000,6.9075800
3559,2,3,0,0,634.60000000,1.400000,13.900,267.00000,0.546000,0.112000,,,0,,5875.23,1.26,1.06,[M/H],0.231,4.26,6.300,,15.15359,80.69124,-10.4299000,144.1660000,6.9075800
3560,1,1,0,0,3.68992629,0.046900,2.420,6.44000,2.500000,0.000000,706.62,1147,0,,5890.00,1.11,1.08,[Fe/H],0.197,4.38,3.720,,15.45125,82.34558,-10.6509000,1492.4800000,0.6412070
3561,1,1,0,0,26.39435646,0.163500,3.080,9.69000,1.820000,0.000000,14.15,489,0,,5021.00,0.76,0.80,[Fe/H],-0.457,4.58,5.010,,16.98767,82.37394,-20.3218000,686.9230000,1.4271900
3562,1,1,0,0,12.61190667,0.105800,7.370,42.60000,0.585000,0.000000,306.10,753,0,,5559.00,0.89,0.92,[Fe/H],0.480,4.51,3.980,,17.33766,82.77499,-8.1613300,1979.2500000,0.4756470
3563,1,1,0,0,2.53918318,0.035500,1.970,4.54000,3.260000,0.000000,702.28,1332,0,,5703.00,0.95,0.96,[Fe/H],-0.041,4.47,4.370,,10.10013,70.51465,-7.0363000,1023.0700000,0.9495190
3564,1,1,0,0,6.77030201,0.064000,3.360,11.20000,1.620000,0.000000,102.87,812,0,,5493.00,0.86,0.89,[Fe/H],0.209,4.53,4.370,,10.66531,70.64665,-6.9610200,1731.2700000,0.5495750
3565,1,1,0,0,1.62552220,0.026500,10.580,78.80000,0.366000,0.000000,1137.12,1579,0,,5963.00,1.16,1.11,[Fe/H],-0.051,4.36,3.390,,8.63764,71.86863,-6.6458300,938.7150000,1.0380000
3566,1,1,0,0,1.59474546,0.025800,12.150,,,0.000000,2132.90,1539,0,,5649.00,0.92,0.94,[Fe/H],0.108,4.49,4.470,,14.99461,69.46155,4.2313800,1490.9400000,0.6420820
3567,1,1,0,0,20.50586978,0.132600,3.520,12.20000,1.540000,0.000000,15.65,518,0,,4841.00,0.73,0.77,[Fe/H],-0.567,4.60,5.500,,12.14032,70.91720,4.5698900,633.6600000,1.5498400
3568,1,1,0,0,3.89593684,0.046000,9.760,68.70000,0.406000,0.000000,458.91,1005,0,,5715.00,0.96,0.98,[Fe/H],-0.024,4.47,4.270,,8.51634,72.94900,-1.0337100,1357.7500000,0.7093070
3569,1,1,0,0,22.36656079,0.144900,2.890,8.70000,1.980000,0.000000,35.34,536,0,,5518.00,0.88,0.91,[Fe/H],-0.153,4.51,4.570,,8.57962,73.15953,-6.7843900,1131.7300000,0.8568610
3570,1,2,0,0,13.72234100,0.094000,2.240,5.65000,2.760000,0.160000,123.52,779,0,G4 V,5638.00,0.93,0.81,[Fe/H],-0.097,4.40,9.800,,11.99414,77.48226,-6.7065300,730.6250000,1.3398900
3571,1,2,0,0,242.46130000,0.640000,1.710,3.57000,3.920000,0.140000,2.69,299,0,G4 V,5638.00,0.93,0.81,[Fe/H],-0.097,4.40,9.800,,11.99414,77.48226,-6.7065300,730.6250000,1.3398900
3572,1,1,0,0,7.74809437,0.081000,5.950,29.60000,0.772000,0.000000,225.70,964,0,,5913.00,1.16,1.11,[Fe/H],0.141,4.35,3.550,,8.84735,73.30113,2.5487900,1665.3100000,0.5741900
3573,1,1,0,0,8.11437900,0.064900,2.090,5.02000,3.020000,0.000000,12.99,460,0,,3715.00,0.50,0.53,[Fe/H],-1.305,4.76,3.980,,12.86404,71.56598,-36.6724000,279.1150000,3.5546400
